,CCCHF2,CCCHF3,CCCHF5,CCCSF1,CCCSF3,CCCSF4,CCMEF1,CCMEF4,CCMEF5,HDCHF2,HDCHF4,HDCHF5,HDCSF1,HDCSF2,HDCSF4,HDMEF2,HDMEF3,HDMEF5,HSPCHF1,HSPCHF2,HSPCHF3,HSPCSF2,HSPCSF3,HSPCSF5,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF1,SSBCHF3,SSBCHF4,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF4,SSBMEF5,XGCHF1,XGCHF3,XGCHF4,XGCSF1,XGCSF2,XGCSF3,XGMEF1,XGMEF2,XGMEF3,YSCHF1,YSCHF4,YSCHF5,YSCSF1,YSCSF3,YSCSF5,YSMEF1,YSMEF3,YSMEF4
OTU41,0.004758389,0.004799409,0.005783904,0.006276151,0.00689146,0.004717368,0.00414308,0.004266142,0.002625318,0.045327755,0.061079662,0.080441382,0.000369185,0.008737386,0.000164082,0.000656329,0.000246124,0,0.000451227,0.000287144,4.10E-05,8.20E-05,4.10E-05,0.000164082,0.000656329,0.000328165,0.000164082,0.005332677,0.005660842,0.002420215,0.005947986,0.005127574,0.006153089,0.005865945,0.004963492,0.005291656,0.005332677,0.00553778,0.005209615,0.005578801,0.006194109,0.005701862,0.004553286,0.005250636,0.006030027,0,0.000164082,0,0.000574288,0.000820412,0.000369185,0.000861432,0.000492247,0.000410206
OTU42,0.001476741,0.002871441,0.001230618,0.001189597,0.002256133,0.001968988,0.001599803,0.001968988,0.000615309,0.000492247,0.005291656,0.003732874,0.001189597,0.000533268,0.000123062,0.014316187,0.005127574,0.016203134,0.01521864,0.018500287,0.017269669,0.019936008,0.014193125,0.018951514,0.012921487,0.013044548,0.015751907,0.002174091,0.001886947,0,0.001640824,0.001517762,0.002338174,0.002174091,0.001312659,0.001722865,0.00135368,0.002215112,0.001640824,0.001271638,0.001763885,0.001681844,0.002010009,0.00274838,0.001927968,0,4.10E-05,0.004389203,0.015669866,0.016572319,0.017884978,0.01247026,0.01107556,0.016572319
OTU43,0.00972188,0.009434736,0.007342686,0.011157601,0.011239642,0.009639839,0.007178604,0.011690869,0.007999016,0.000328165,0.000656329,0.000287144,0.001517762,0.00069735,0.000615309,0.000492247,0.001722865,0.000861432,0.001599803,0.000861432,0.000615309,0.000123062,0.001066535,0.001804906,0.000451227,0.001517762,0.001066535,0.010501272,0.011034539,0.007260645,0.011608828,0.011567807,0.012798425,0.012142095,0.013947001,0.011936992,0.010501272,0.010460251,0.010911478,0.01177291,0.012716384,0.012716384,0.011198622,0.010829436,0.011813931,0.00553778,0.000123062,0.00069735,0.00069735,0.001230618,0.000287144,0.001927968,0.002297153,0.001107556
OTU44,0.002830421,0.00344573,0.001312659,0.002584297,0.003281647,0.00274838,0.001558783,0.002256133,0.00205103,0.000410206,0.005168595,0.003527771,0.001763885,0.001148577,0.000246124,0.010501272,0.008614324,0.009844942,0.015751907,0.016408237,0.013413734,0.01731069,0.010132086,0.014070063,0.015300681,0.011321683,0.012757404,0.002830421,0.002297153,0.000820412,0.004225121,0.002666339,0.002338174,0.002420215,0.003035524,0.002010009,0.002338174,0.00274838,0.003035524,0.00209205,0.002461236,0.002338174,0.003035524,0.002584297,0.003855936,4.10E-05,0.000492247,0.004348183,0.013782919,0.01382394,0.014931496,0.009803922,0.012962507,0.01382394
OTU45,0.006276151,0.006358192,0.004020018,0.008491263,0.006522274,0.00828616,0.005660842,0.006604315,0.003896956,0.000451227,0.001763885,0.001230618,0.001066535,0.000410206,0.000164082,0.006440233,0.001558783,0.008081057,0.009639839,0.007957995,0.006194109,0.008778407,0.005742883,0.005578801,0.005989006,0.004389203,0.006358192,0.006112068,0.007506768,0.0013947,0.006276151,0.008450242,0.00553778,0.007957995,0.006686357,0.008573304,0.004758389,0.007096562,0.006481254,0.007834933,0.008696366,0.00758881,0.005865945,0.00758881,0.006276151,0,0,0.002010009,0.005496759,0.007999016,0.007301665,0.006768398,0.005947986,0.005742883
OTU46,0.007014521,0.004799409,0.003404709,0.005291656,0.005947986,0.006276151,0.006030027,0.00488145,0.003322668,0.000533268,0.002502256,0.001804906,0.000615309,0.001066535,0.000574288,0.003568792,0.00758881,0.004799409,0.007711871,0.005906965,0.010337189,0.006686357,0.006809418,0.006522274,0.006030027,0.005824924,0.005989006,0.005127574,0.005947986,0,0.007301665,0.007096562,0.006112068,0.006973501,0.005906965,0.007342686,0.005250636,0.005619821,0.005660842,0.004963492,0.00623513,0.007424727,0.005496759,0.005127574,0.005045533,0.000738371,0.000451227,0.002338174,0.008614324,0.010009025,0.00488145,0.009475757,0.010173107,0.008040036
OTU47,0.009926983,0.01041923,0.006973501,0.010501272,0.008860448,0.010337189,0.00972188,0.007957995,0.004676348,0.000410206,0.000820412,4.10E-05,0.002297153,0.000861432,0.000328165,0.001599803,0.000820412,0.001148577,0.00069735,0.002215112,0.001681844,0.000164082,0.001681844,0.001271638,0.001558783,0.001763885,0.000902453,0.008532283,0.010460251,0.010788416,0.008163098,0.010665354,0.011403725,0.009885963,0.010501272,0.009270654,0.008696366,0.009844942,0.008491263,0.010009025,0.010091066,0.011198622,0.007957995,0.007260645,0.008778407,0.0027894,0.000574288,0.000492247,0.00205103,0.001476741,0.000656329,0.001886947,0.001599803,0.001107556
OTU48,0.004430224,0.006522274,0.003158586,0.005906965,0.004963492,0.006686357,0.005455739,0.003855936,0.002707359,0.000410206,0.00274838,0.001312659,0.000369185,0.00135368,8.20E-05,0.005660842,0.001722865,0.00553778,0.009434736,0.008778407,0.010214127,0.008737386,0.00689146,0.009968004,0.008204118,0.009393716,0.005250636,0.006973501,0.005004512,0.001476741,0.005783904,0.004758389,0.006358192,0.005496759,0.005045533,0.006522274,0.005332677,0.006563295,0.007260645,0.00553778,0.005168595,0.004635327,0.005865945,0.005291656,0.004348183,0.002256133,0.000451227,0.001886947,0.004676348,0.006686357,0.008737386,0.007465748,0.005127574,0.006276151
OTU49,0.006973501,0.008942489,0.005209615,0.007301665,0.008819427,0.009557798,0.005209615,0.00623513,0.005824924,0.000246124,0.000861432,0.000533268,0.000984494,0.000943474,0.000246124,0.002953483,0.002338174,0.001845927,0.003609812,0.003322668,0.002543277,0.00348675,0.002625318,0.001476741,0.0027894,0.002338174,0.003199606,0.008655345,0.009065551,0.000205103,0.010952498,0.008122077,0.009270654,0.00832718,0.009188613,0.007547789,0.006481254,0.008860448,0.008696366,0.007875954,0.008163098,0.008204118,0.008614324,0.010665354,0.010091066,0.0013947,0.000492247,0.000984494,0.002584297,0.003896956,0.002461236,0.004553286,0.005373698,0.003732874
OTU50,0.005496759,0.006686357,0.004102059,0.008737386,0.007383707,0.007260645,0.005783904,0.005045533,0.004717368,0.000123062,0.000656329,0.000574288,0.000656329,0.000615309,0.000205103,0.003937977,0.015054557,0.00488145,0.006112068,0.006194109,0.003609812,0.004389203,0.003814915,0.002871441,0.003568792,0.006276151,0.006850439,0.007301665,0.007014521,0,0.007875954,0.007711871,0.006194109,0.007383707,0.007342686,0.008163098,0.005989006,0.00623513,0.005742883,0.006276151,0.007096562,0.006809418,0.007875954,0.006973501,0.00762983,8.20E-05,0.000164082,0.000738371,0.003691853,0.005660842,0.002625318,0.004430224,0.004061039,0.0041841
OTU51,0.009475757,0.009926983,0.003978997,0.008778407,0.00693248,0.009475757,0.006973501,0.005742883,0.005701862,0.000123062,0.000861432,0.000615309,0.000246124,8.20E-05,4.10E-05,0.003773894,0.001189597,0.003076544,0.004717368,0.004389203,0.005496759,0.004102059,0.001312659,0.0027894,0.002994503,0.003609812,0.004061039,0.008368201,0.008614324,4.10E-05,0.007711871,0.008942489,0.00689146,0.007260645,0.007711871,0.008368201,0.00762983,0.008450242,0.00693248,0.006768398,0.010009025,0.008081057,0.006153089,0.006604315,0.009393716,0,4.10E-05,0.000902453,0.003076544,0.003855936,0.004307162,0.002461236,0.003527771,0.003855936
OTU52,0.006604315,0.005004512,0.003527771,0.004553286,0.006030027,0.006358192,0.006440233,0.004389203,0.004512265,0.002338174,0.001640824,0.001968988,0.008122077,0.002666339,0.001968988,0.002625318,0.002256133,0.00832718,0.002297153,0.002543277,0.004512265,0.00135368,0.006850439,0.004553286,0.002871441,0.001517762,0.006399212,0.00693248,0.005168595,0.020141111,0.005373698,0.00553778,0.005414718,0.006112068,0.004635327,0.00484043,0.004553286,0.007096562,0.004348183,0.004922471,0.005989006,0.004922471,0.00414308,0.004430224,0.004430224,0.016982525,0.002584297,0.000902453,0.004348183,0.004389203,0.002707359,0.005824924,0.002707359,0.00414308
OTU53,0.001804906,0.002338174,0.00205103,0.002256133,0.002871441,0.00135368,0.001189597,0.001763885,0.001681844,8.20E-05,0.002584297,0.002010009,0.000164082,0.000574288,8.20E-05,0.010091066,0.001845927,0.00968086,0.00972188,0.009598819,0.012880466,0.015341702,0.010337189,0.010952498,0.008163098,0.009516777,0.008860448,0.00135368,0.002666339,0,0.002953483,0.001804906,0.002297153,0.002133071,0.002707359,0.002830421,0.002461236,0.001681844,0.001722865,0.002871441,0.002297153,0.002133071,0.002420215,0.002502256,0.00209205,0,0,0.002994503,0.009393716,0.011895972,0.01382394,0.00832718,0.009475757,0.007999016
OTU54,0.002543277,0.000943474,0.00135368,0.001517762,0.001517762,0.001681844,0.001312659,0.001230618,0.001066535,0.000205103,0.0027894,0.002256133,0.000574288,0.000369185,0,0.007506768,0.003240627,0.010337189,0.012962507,0.011034539,0.011608828,0.016572319,0.009844942,0.012716384,0.009639839,0.010296169,0.008122077,0.001312659,0.001845927,0,0.001599803,0.001927968,0.001476741,0.001968988,0.000943474,0.002256133,0.002174091,0.001599803,0.001476741,0.002133071,0.00205103,0.001681844,0.001886947,0.0013947,0.001886947,0,0,0.003609812,0.009639839,0.012716384,0.011403725,0.009352695,0.011239642,0.009393716
OTU55,0.004799409,0.00348675,0.003199606,0.003609812,0.003814915,0.004225121,0.005947986,0.003814915,0.003609812,0.000615309,0.001476741,0.001763885,0.001517762,0.000820412,0.000369185,0.004758389,0.001681844,0.006030027,0.011362704,0.006440233,0.005455739,0.006604315,0.00968086,0.005619821,0.007465748,0.007834933,0.005496759,0.004020018,0.003322668,0.001681844,0.005168595,0.003855936,0.004430224,0.003650833,0.004512265,0.005414718,0.003076544,0.003937977,0.004061039,0.003732874,0.004266142,0.004266142,0.004922471,0.005619821,0.004225121,0.003240627,0.003855936,0.001763885,0.006030027,0.005373698,0.005742883,0.005209615,0.005701862,0.005045533
OTU56,0.00693248,0.00828616,0.005701862,0.007875954,0.006809418,0.008491263,0.006317171,0.005865945,0.004266142,0.000328165,0.000656329,0.000410206,0.001066535,0.000656329,0.000164082,0.003281647,0.001025515,0.001476741,0.002420215,0.002297153,0.001886947,0.00344573,0.003158586,0.001763885,0.004348183,0.003240627,0.003978997,0.007999016,0.00693248,0.000615309,0.007137583,0.006768398,0.007793913,0.007301665,0.007424727,0.006399212,0.00762983,0.005783904,0.008614324,0.006481254,0.007055542,0.007999016,0.006399212,0.005989006,0.008409221,0.000369185,4.10E-05,0.000492247,0.003691853,0.002379194,0.002256133,0.003404709,0.002297153,0.001886947
OTU57,0.000902453,0.000820412,0.000984494,0.001107556,0.000615309,0.001025515,0.000738371,0.001312659,0.000861432,0.000164082,0.002830421,0.001968988,4.10E-05,0.000451227,0,0.00828616,0.032078103,0.009229633,0.009885963,0.009803922,0.013085569,0.012388219,0.00832718,0.00828616,0.008532283,0.009188613,0.010009025,0.001230618,0.001271638,0,0.001927968,0.000984494,0.001107556,0.000533268,0.001148577,0.000410206,0.000656329,0.001148577,0.001066535,0.000779391,0.001189597,0.000779391,0.000902453,0.001189597,0.001271638,0,0,0.002420215,0.009065551,0.012880466,0.00972188,0.009762901,0.006481254,0.008778407
OTU58,0.003281647,0.004430224,0.002830421,0.005045533,0.005989006,0.004348183,0.002543277,0.003650833,0.001968988,0.000615309,0.000533268,0.000943474,0.001271638,0.000820412,0.000246124,0.003281647,0.00832718,0.002584297,0.004348183,0.004307162,0.002461236,0.003978997,0.003404709,0.006112068,0.003240627,0.003732874,0.004512265,0.003568792,0.003076544,0.003773894,0.003978997,0.003240627,0.002871441,0.002912462,0.003199606,0.003732874,0.00348675,0.002871441,0.003978997,0.002420215,0.003855936,0.003363689,0.003609812,0.004758389,0.00344573,0.027360735,0.026540323,0.000943474,0.003773894,0.002297153,0.002584297,0.002830421,0.005045533,0.006440233
OTU59,0.009803922,0.006727377,0.003691853,0.008491263,0.008532283,0.007301665,0.004758389,0.005291656,0.004512265,0.000123062,0.000328165,0.000246124,0.000123062,0.000123062,4.10E-05,0.001230618,0.001435721,0.001681844,0.002953483,0.001517762,0.002871441,0.001681844,0.001025515,0.001148577,0.002707359,0.001640824,0.001722865,0.006768398,0.00828616,0.00069735,0.007916974,0.007219624,0.007834933,0.008245139,0.008081057,0.008532283,0.008163098,0.005660842,0.00693248,0.009393716,0.007999016,0.007424727,0.009557798,0.008163098,0.00902453,0.000410206,0.000205103,0.000205103,0.001599803,0.001886947,0.001025515,0.002502256,0.001271638,0.001640824
OTU60,0.005578801,0.005947986,0.003691853,0.006481254,0.007301665,0.005989006,0.003773894,0.007260645,0.003937977,0.000287144,0.000615309,0.000451227,0.000533268,0.000492247,8.20E-05,0.002256133,0.000533268,0.001681844,0.002379194,0.001927968,0.002953483,0.001886947,0.003035524,0.000615309,0.001435721,0.002994503,0.000902453,0.006768398,0.007178604,0,0.004676348,0.006973501,0.007178604,0.006973501,0.007916974,0.007137583,0.006112068,0.004594306,0.00623513,0.006686357,0.005414718,0.005578801,0.004635327,0.00693248,0.007014521,0,0,0.000943474,0.003199606,0.002461236,0.002010009,0.004225121,0.005906965,0.005209615
OTU61,0.004676348,0.004922471,0.00274838,0.003732874,0.003035524,0.003527771,0.003855936,0.002174091,0.002297153,0.000123062,0.001640824,0.000615309,0.001271638,0.000246124,0,0.00484043,0.001681844,0.00623513,0.004676348,0.003773894,0.005414718,0.006686357,0.005496759,0.005332677,0.00484043,0.004266142,0.007342686,0.004430224,0.004512265,0.000943474,0.003978997,0.003527771,0.003814915,0.003896956,0.003773894,0.003650833,0.002379194,0.00274838,0.004020018,0.002830421,0.003281647,0.003937977,0.004963492,0.006071048,0.006645336,0.006112068,0.000533268,0.001312659,0.004430224,0.005496759,0.005455739,0.005701862,0.004307162,0.005168595
OTU62,0.003978997,0.006727377,0.003691853,0.004799409,0.004307162,0.003568792,0.005004512,0.004348183,0.003199606,0.000902453,0.000246124,0.000369185,0.003117565,0.001517762,0.000656329,0.000779391,0.001230618,0.001066535,0.000533268,0.001148577,0.000533268,0.000164082,0.000738371,0.001517762,0.001230618,0.000861432,0.001435721,0.00553778,0.005209615,0.007014521,0.004020018,0.005865945,0.003855936,0.0041841,0.005168595,0.004430224,0.005086553,0.004963492,0.003855936,0.004758389,0.007260645,0.006112068,0.005250636,0.004635327,0.006440233,0.002953483,0.003117565,0.001804906,0.001599803,0.000451227,0.000943474,0.008491263,0.007752892,0.00205103
OTU63,0.003076544,0.002256133,0.001189597,0.002830421,0.004430224,0.003117565,0.001640824,0.002625318,0.001066535,0.000205103,0.001066535,0.001230618,0.000369185,0.000492247,0,0.006194109,0.002461236,0.004635327,0.006604315,0.007055542,0.005373698,0.006973501,0.004061039,0.006686357,0.004225121,0.004512265,0.007260645,0.003363689,0.004020018,0,0.002625318,0.003240627,0.002912462,0.003281647,0.001968988,0.003158586,0.00205103,0.002010009,0.001722865,0.002707359,0.002543277,0.001517762,0.00274838,0.001435721,0.002133071,0.001271638,4.10E-05,0.001517762,0.006194109,0.006522274,0.005660842,0.00484043,0.005619821,0.004266142
OTU64,0.000246124,0.000533268,0.000123062,0.000451227,0.00069735,0.000492247,0.000451227,0.000451227,0.000246124,0.000410206,0.001681844,0.001107556,0.000656329,0.000820412,8.20E-05,0.007465748,0.002625318,0.004963492,0.00902453,0.011362704,0.007670851,0.010829436,0.009926983,0.011895972,0.009270654,0.006727377,0.006399212,0.000246124,0.000410206,0.00135368,8.20E-05,0.00069735,0.000369185,0.000615309,0.000328165,0.000533268,0.000287144,0.000246124,0.000533268,0.000205103,0.000287144,0.000123062,0.000328165,0.000164082,0.000861432,0.002707359,0.000492247,0.002953483,0.006727377,0.005989006,0.006276151,0.008696366,0.007916974,0.007219624
OTU65,0.000779391,0.001517762,0.000615309,0.000861432,0.001517762,0.000287144,0.000451227,0.000902453,0.001230618,0.000205103,0.00205103,0.001107556,0.000574288,0.000574288,4.10E-05,0.006727377,0.003117565,0.007752892,0.006809418,0.012060054,0.004635327,0.009885963,0.005742883,0.011526786,0.007014521,0.006153089,0.006809418,0.001189597,0.00135368,0,0.00069735,0.000984494,0.000984494,0.001230618,0.001148577,0.000451227,0.001435721,0.001271638,0.001271638,0.000820412,0.001435721,0.000984494,0.001312659,0.001517762,0.000738371,0,0.000369185,0.001763885,0.004717368,0.010132086,0.004799409,0.00762983,0.005906965,0.007383707
OTU66,0.001558783,0.002584297,0.001681844,0.002584297,0.003650833,0.002543277,0.001927968,0.002010009,0.001927968,0.000246124,0.000492247,0.000410206,0.000902453,0.000779391,0.000369185,0.001927968,0.005660842,0.001517762,0.003322668,0.002830421,0.00135368,0.001230618,0.000738371,0.001189597,0.001435721,0.000820412,0.001927968,0.002420215,0.002338174,0.002256133,0.002174091,0.002502256,0.001886947,0.002420215,0.001968988,0.002707359,0.002338174,0.002912462,0.003363689,0.002256133,0.003199606,0.001845927,0.003199606,0.002215112,0.002625318,0.022110099,0.02842727,0.000492247,0.002420215,0.001681844,0.002912462,0.003076544,0.005291656,0.002912462
OTU67,0.003978997,0.004102059,0.002256133,0.003814915,0.003322668,0.00414308,0.002666339,0.003076544,0.002338174,0.000123062,0.00069735,0.000287144,0.000123062,8.20E-05,0.000123062,0.002625318,0.005455739,0.003076544,0.0013947,0.003404709,0.00348675,0.003035524,0.004061039,0.003896956,0.003691853,0.003322668,0.004061039,0.004348183,0.004348183,0,0.0041841,0.003691853,0.003650833,0.003896956,0.004061039,0.0027894,0.003158586,0.00414308,0.003896956,0.003732874,0.003609812,0.003322668,0.003158586,0.004430224,0.003732874,0.000123062,8.20E-05,0.000738371,0.003937977,0.002912462,0.003527771,0.002912462,0.002502256,0.005168595
OTU68,0.005783904,0.002953483,0.004799409,0.004471245,0.003035524,0.003240627,0.003609812,0.004758389,0.002174091,0.000164082,0.000451227,0.000164082,0.00069735,4.10E-05,0.000246124,0.001886947,0.001927968,0.007957995,0.001148577,0.002174091,0.000123062,0.000205103,0.00209205,0.001435721,0.000574288,0.00135368,0.006604315,0.003199606,0.003855936,0.001722865,0.004225121,0.004266142,0.005045533,0.004389203,0.004635327,0.004963492,0.004963492,0.005086553,0.003527771,0.006071048,0.004061039,0.004553286,0.003568792,0.003896956,0.005414718,0.008450242,0.000287144,0.000246124,0.000984494,0.000451227,0.000492247,0.002707359,0.000738371,0.001435721
OTU69,0.000328165,0.001271638,0.000492247,0.001476741,0.000574288,0.000820412,0.014193125,0.011116581,0.010091066,0.000492247,0,0.000287144,0.000574288,0,0.001107556,0.000246124,8.20E-05,0.000246124,0.000164082,0.000246124,8.20E-05,4.10E-05,0.000164082,0.000943474,0.000656329,0.000123062,0.001066535,0.000369185,0.000738371,0.009516777,0.001107556,0.000410206,0.000287144,0.001025515,0.001066535,0.000902453,0.000451227,0.000738371,0.001968988,0.000574288,0.000533268,0.000287144,0.000738371,0.000779391,0.00069735,0.03950283,0.043727951,0.000164082,0.000943474,0.000492247,0.00069735,0.001148577,0.000205103,0.000164082
OTU70,0.003035524,0.003732874,0.002338174,0.003855936,0.003896956,0.003404709,0.003117565,0.002912462,0.001845927,0.000287144,0.000615309,0.000287144,0.000410206,0.000123062,8.20E-05,0.003609812,0.00348675,0.001722865,0.002953483,0.003240627,0.002338174,0.002871441,0.001476741,0.002133071,0.001763885,0.002215112,0.003158586,0.003363689,0.004061039,0.000164082,0.004799409,0.004758389,0.005086553,0.004553286,0.006276151,0.004307162,0.003814915,0.004471245,0.00344573,0.003650833,0.003937977,0.004266142,0.005045533,0.006112068,0.003650833,0.001435721,0.000533268,0.000533268,0.002461236,0.003240627,0.002420215,0.002584297,0.002174091,0.001312659
OTU71,4.10E-05,4.10E-05,0,8.20E-05,0,0,0,4.10E-05,8.20E-05,0.000287144,0.002338174,0.001148577,0,0.000451227,4.10E-05,0.009393716,0.001517762,0.006563295,0.007424727,0.009106571,0.009516777,0.011362704,0.011649848,0.009352695,0.005783904,0.006481254,0.007424727,0,4.10E-05,0.000943474,0.000123062,0,8.20E-05,8.20E-05,8.20E-05,0,0,0,0.000246124,8.20E-05,0,8.20E-05,0.000164082,4.10E-05,0.000164082,0,0.000164082,0.002174091,0.006153089,0.007999016,0.00902453,0.008696366,0.007957995,0.008778407
OTU72,0,4.10E-05,0,0,4.10E-05,0,0,0.000123062,0,0.000369185,0.001681844,0.001517762,0.000164082,8.20E-05,0,0.005742883,0.001681844,0.007178604,0.008450242,0.009434736,0.007301665,0.011978013,0.009598819,0.00902453,0.007014521,0.008860448,0.007219624,0,0,4.10E-05,0,0,4.10E-05,8.20E-05,0,0,4.10E-05,0,0.000287144,0,0,0,0,0,0,0,4.10E-05,0.002707359,0.008081057,0.006440233,0.010337189,0.00762983,0.009885963,0.008491263
OTU73,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,4.10E-05,0,0.011567807,4.10E-05,0,0,0.000533268,0,0,0,0,0,0,0,0,4.10E-05,0.000451227,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0.027278694,0.108909673,0,0,0,0,0,0,0
OTU74,0.004102059,0.004635327,0.002215112,0.004922471,0.0041841,0.004799409,0.0027894,0.003527771,0.003076544,0.000574288,0.000943474,0.000369185,0.001148577,0.000369185,0.000369185,0.001107556,0.001107556,0.008081057,0.000902453,0.001271638,0.00069735,0.000328165,0.001640824,0.001066535,8.20E-05,0.000410206,0.000984494,0.004020018,0.00488145,0.00344573,0.005127574,0.004594306,0.004717368,0.00553778,0.005619821,0.004758389,0.004676348,0.005455739,0.004430224,0.004471245,0.003322668,0.004594306,0.004266142,0.004676348,0.003527771,0.004102059,0.000123062,0.000205103,0.000410206,0.000738371,0.000615309,0.000205103,0.00135368,0.000615309
OTU75,0.003568792,0.002133071,0.001435721,0.002420215,0.002543277,0.00205103,0.004430224,0.001804906,0.00205103,0.000533268,0.000738371,0.000369185,0.001599803,0.001927968,0.000492247,0.001927968,0.000328165,0.001435721,0.002133071,0.001927968,0.00205103,0.001189597,0.001722865,0.002338174,0.006481254,0.004512265,0.002502256,0.001927968,0.0027894,0.004102059,0.002994503,0.002912462,0.004020018,0.002543277,0.003609812,0.002461236,0.002338174,0.0027894,0.002256133,0.002010009,0.002010009,0.002420215,0.002338174,0.002461236,0.002994503,0.010952498,0.003076544,0.00069735,0.002707359,0.001763885,0.003240627,0.004471245,0.004922471,0.003896956
OTU76,0.003937977,0.002297153,0.002338174,0.003158586,0.002420215,0.002830421,0.00274838,0.002461236,0.00209205,0.000287144,0.000205103,0.000246124,0.00069735,0.00069735,8.20E-05,0.000984494,0.017064566,0.00069735,0.001025515,0.000861432,0.000615309,0.000738371,0.001640824,0.001599803,0.002912462,0.002215112,0.001886947,0.00553778,0.003691853,0.000943474,0.002625318,0.00348675,0.003199606,0.00348675,0.003814915,0.00414308,0.00274838,0.003240627,0.003568792,0.004635327,0.003322668,0.003937977,0.003937977,0.003240627,0.003158586,0.005332677,0.001845927,0.000287144,0.001230618,0.00348675,0.000861432,0.002133071,0.002912462,0.001722865
OTU77,0.003855936,0.004758389,0.001886947,0.004758389,0.004430224,0.004307162,0.00274838,0.003322668,0.002461236,0.000984494,0.000205103,0.000410206,0.005455739,0.000943474,0.000328165,0.001927968,0.001271638,0.00069735,0.000451227,0.001517762,0.000820412,0.000369185,0.000820412,0.000574288,0.00135368,0.000861432,0.000820412,0.004307162,0.004061039,0.00274838,0.004266142,0.003855936,0.005004512,0.003691853,0.002707359,0.004512265,0.002912462,0.00484043,0.005578801,0.003691853,0.003117565,0.003814915,0.004102059,0.003650833,0.004758389,0.004635327,0.000984494,0.000123062,0.001763885,0.000533268,0.001681844,0.001025515,0.000738371,0.000820412
OTU78,0,8.20E-05,0.000369185,4.10E-05,8.20E-05,0,0.000123062,4.10E-05,4.10E-05,0.000123062,8.20E-05,4.10E-05,8.20E-05,0.000328165,0,0,0.000123062,4.10E-05,4.10E-05,0.000738371,0.000410206,0,0.000328165,0.00069735,8.20E-05,0.000205103,8.20E-05,4.10E-05,8.20E-05,0.001066535,8.20E-05,0.000164082,0.000287144,4.10E-05,0.000328165,0,0,4.10E-05,0,8.20E-05,0.000123062,0.000123062,8.20E-05,4.10E-05,4.10E-05,0.03671343,0.08934285,4.10E-05,0.000123062,0.000451227,0.000410206,0.000328165,0.000164082,0.000410206
OTU79,0.003199606,0.003732874,0.0013947,0.003076544,0.002543277,0.002010009,0.001968988,0.002256133,0.002133071,0.000164082,0.000164082,8.20E-05,0.00209205,0.000369185,4.10E-05,0.000205103,0.000656329,0.001435721,0.000902453,0.000738371,0.000164082,8.20E-05,0.001517762,0.000369185,0.000820412,0.000861432,0.000533268,0.004430224,0.004307162,0.037041595,0.003240627,0.002830421,0.003650833,0.002420215,0.0027894,0.002010009,0.003322668,0.003035524,0.003568792,0.002338174,0.005250636,0.003814915,0.002871441,0.003732874,0.003076544,0.003937977,0.000574288,8.20E-05,0.000615309,0.000451227,8.20E-05,0.000410206,0.000328165,0.000861432
OTU80,0.003650833,0.0027894,0.002297153,0.002994503,0.003527771,0.003609812,0.003240627,0.003240627,0.00205103,0.000533268,0.000902453,0.000738371,0.001640824,0.001230618,0.000369185,0.001230618,0.001435721,0.00135368,0.002338174,0.001558783,0.001476741,0.001476741,0.001148577,0.001968988,0.002215112,0.001189597,0.002379194,0.003568792,0.003322668,0.000328165,0.003855936,0.003650833,0.003199606,0.002625318,0.003240627,0.002707359,0.003363689,0.004389203,0.003978997,0.003404709,0.003281647,0.003363689,0.003650833,0.00348675,0.003117565,0.000738371,0.000656329,0.000902453,0.001435721,0.002133071,0.001312659,0.004348183,0.008245139,0.00344573
OTU81,0.002297153,0.002707359,0.001763885,0.00205103,0.0027894,0.00348675,0.001517762,0.002010009,0.001640824,0.000164082,0.001148577,0.000943474,0.001722865,0.000246124,4.10E-05,0.003773894,0.003937977,0.003076544,0.005701862,0.003363689,0.004102059,0.004225121,0.002502256,0.002215112,0.003527771,0.002215112,0.004717368,0.002379194,0.002584297,0.000738371,0.001763885,0.003650833,0.001927968,0.001845927,0.002912462,0.001763885,0.002584297,0.003527771,0.003158586,0.001927968,0.002830421,0.001722865,0.001681844,0.002379194,0.002379194,4.10E-05,0.000205103,0.001066535,0.002871441,0.003773894,0.002502256,0.002912462,0.004471245,0.00344573
OTU82,0.001886947,0.001722865,0.001435721,0.001640824,0.001230618,0.002584297,0.001599803,0.001025515,0.001189597,0.000328165,0.001107556,0.000861432,0.000246124,0.000205103,0.000246124,0.004717368,0.002666339,0.004266142,0.003650833,0.003158586,0.002912462,0.00553778,0.003650833,0.002707359,0.003937977,0.005209615,0.004307162,0.001845927,0.001517762,0.001107556,0.0013947,0.00135368,0.002502256,0.001517762,0.0027894,0.001763885,0.001558783,0.001804906,0.002256133,0.001927968,0.001476741,0.002666339,0.001763885,0.001476741,0.00205103,4.10E-05,0.000164082,0.000779391,0.005209615,0.00553778,0.005168595,0.004676348,0.003814915,0.007342686
